Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 63
62, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63, 0, ,,,,,, 9:DIPLO_STATE_DECLARED_FRIEND,,, -3:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 1, ,,,,, 8:DIPLO_STATE_WAR, -1:DIPLO_STATE_FRIENDLY,,,, 2:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 2, ,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 3, ,,, 2:DIPLO_STATE_WAR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 4, ,, 9:DIPLO_STATE_DECLARED_FRIEND, -2:DIPLO_STATE_NEUTRAL,,,,,, 9:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 5, ,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,, 2:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 6, ,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 7, ,, -8:DIPLO_STATE_UNFRIENDLY,,,, 6:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 8, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 9, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 10, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 11, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 12, ,,,, 2:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 13, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 14, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 15, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 17, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 18, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 19, ,,, 0:DIPLO_STATE_AWARE,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 20, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 21, ,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 22, ,, 1:DIPLO_STATE_PATRON,,,, 2:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 23, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 24, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 25, ,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
63, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64, 0, ,,,,,, 1:DIPLO_STATE_DECLARED_FRIEND,,, -3:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 1, ,,,,, 8:DIPLO_STATE_WAR, -1:DIPLO_STATE_FRIENDLY,,,, 2:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 2, ,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 3, ,,, 1:DIPLO_STATE_WAR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 4, ,, 9:DIPLO_STATE_DECLARED_FRIEND, -2:DIPLO_STATE_NEUTRAL,,,,,, 9:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 5, ,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,, 2:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 6, ,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 7, ,, -7:DIPLO_STATE_UNFRIENDLY,,,, 6:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 8, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 9, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 10, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 11, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 12, ,,,, 2:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 13, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 14, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 15, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 17, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 18, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 19, ,,, 0:DIPLO_STATE_AWARE,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 20, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 21, ,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 22, ,, 1:DIPLO_STATE_PATRON,,,, 2:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 23, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 24, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 25, ,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
64, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65, 0, ,,,,,, 1:DIPLO_STATE_FRIENDLY,,, -3:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 1, ,,,,, 7:DIPLO_STATE_WAR, 0:DIPLO_STATE_FRIENDLY,,,, 2:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 2, ,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 3, ,,, 1:DIPLO_STATE_WAR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 4, ,, 9:DIPLO_STATE_FRIENDLY, 1:DIPLO_STATE_NEUTRAL,,,,,, 9:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 5, ,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,, 2:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 6, ,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 7, ,, -7:DIPLO_STATE_UNFRIENDLY,,,, 6:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 8, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 9, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 10, ,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 11, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 12, ,,,, 2:DIPLO_STATE_PATRON,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 13, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 14, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 15, ,,,, 1:DIPLO_STATE_PATRON,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 16, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 17, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 18, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 19, ,,, 0:DIPLO_STATE_AWARE,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 20, ,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 21, ,,,,,,, 3:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 22, ,, 1:DIPLO_STATE_PATRON,,,, 2:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 23, ,,,, 0:DIPLO_STATE_AWARE,,,, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 24, ,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 25, ,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
65, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66, 0, ,,,,,, 1:DIPLO_STATE_FRIENDLY,,, -3:DIPLO_STATE_FRIENDLY,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
66, 1, ,,,,, 7:DIPLO_STATE_WAR, -1:DIPLO_STATE_FRIENDLY,,,, 2:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
66, 2, ,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
66, 3, ,,, 1:DIPLO_STATE_WAR,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
