Game Turn, Player, Action, Tech, Score
69, 15, Tech, TECH_MACHINERY, 710.6, BOOSTED
69, 15, Tech, TECH_EDUCATION, -8540.9, 
69, 15, Tech, TECH_STIRRUPS, 323.1, 
69, 15, Tech, TECH_MILITARY_ENGINEERING, -8639.9, 
69, 15, Tech, TECH_CASTLES, -8639.9, 
69, 15, Tech, TECH_CARTOGRAPHY, -9756.2, 
69, 15, Tech, TECH_SQUARE_RIGGING, -19512.4, 
69, 15, Contract 1027
69, 16, Tech, TECH_POTTERY, 0.0, OWNED
69, 16, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 16, Tech, TECH_MINING, 0.0, OWNED
69, 16, Tech, TECH_SAILING, 0.0, OWNED
69, 16, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 16, Tech, TECH_IRRIGATION, 334.9, 
69, 16, Tech, TECH_ARCHERY, 0.0, OWNED
69, 16, Tech, TECH_WRITING, 0.0, OWNED
69, 16, Tech, TECH_MASONRY, 318.4, 
69, 16, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
69, 16, Tech, TECH_THE_WHEEL, 201.7, 
69, 16, Tech, TECH_CELESTIAL_NAVIGATION, 262.7, 
69, 16, Tech, TECH_CURRENCY, 205.9, 
69, 16, Tech, TECH_HORSEBACK_RIDING, 231.5, RESEARCHING
69, 16, Tech, TECH_IRON_WORKING, 104.5, 
69, 16, Tech, TECH_SHIPBUILDING, 222.0, 
69, 16, Tech, TECH_MATHEMATICS, 257.1, 
69, 16, Tech, TECH_CONSTRUCTION, 588.9, GOAL
69, 16, Tech, TECH_ENGINEERING, 268.0, 
69, 16, Tech, TECH_MILITARY_TACTICS, -9535.9, 
69, 16, Tech, TECH_APPRENTICESHIP, -9561.6, 
69, 16, Tech, TECH_MACHINERY, -9424.8, BOOSTED
69, 16, Tech, TECH_EDUCATION, -18866.0, 
69, 16, Tech, TECH_STIRRUPS, 243.2, 
69, 16, Tech, TECH_MILITARY_ENGINEERING, -8860.2, 
69, 16, Tech, TECH_CASTLES, -8860.2, 
69, 16, Tech, TECH_CARTOGRAPHY, -9777.0, 
69, 16, Tech, TECH_SQUARE_RIGGING, -19554.0, 
69, 16, Contract 982
69, 17, Tech, TECH_POTTERY, 0.0, OWNED
69, 17, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 17, Tech, TECH_MINING, 0.0, OWNED
69, 17, Tech, TECH_SAILING, 0.0, OWNED
69, 17, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 17, Tech, TECH_IRRIGATION, 0.0, OWNED
69, 17, Tech, TECH_ARCHERY, 0.0, OWNED
69, 17, Tech, TECH_WRITING, 0.0, OWNED
69, 17, Tech, TECH_MASONRY, 596.8, 
69, 17, Tech, TECH_BRONZE_WORKING, 413.1, BOOSTED
69, 17, Tech, TECH_THE_WHEEL, 305.8, 
69, 17, Tech, TECH_CELESTIAL_NAVIGATION, 313.3, 
69, 17, Tech, TECH_CURRENCY, 325.2, BOOSTED
69, 17, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
69, 17, Tech, TECH_IRON_WORKING, 547.6, 
69, 17, Tech, TECH_SHIPBUILDING, 288.4, RESEARCHING
69, 17, Tech, TECH_MATHEMATICS, 435.9, 
69, 17, Tech, TECH_CONSTRUCTION, 710.6, 
69, 17, Tech, TECH_ENGINEERING, 462.1, 
69, 17, Tech, TECH_MILITARY_TACTICS, 775.3, 
69, 17, Tech, TECH_APPRENTICESHIP, 406.8, 
69, 17, Tech, TECH_MACHINERY, -8270.5, 
69, 17, Tech, TECH_EDUCATION, -8831.0, 
69, 17, Tech, TECH_STIRRUPS, 61.1, 
69, 17, Tech, TECH_MILITARY_ENGINEERING, -8691.5, 
69, 17, Tech, TECH_CASTLES, -8691.5, 
69, 17, Tech, TECH_CARTOGRAPHY, -9710.6, 
69, 17, Tech, TECH_SQUARE_RIGGING, -19421.3, 
69, 17, Contract 1016
69, 18, Tech, TECH_POTTERY, 0.0, OWNED
69, 18, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 18, Tech, TECH_MINING, 0.0, OWNED
69, 18, Tech, TECH_SAILING, 334.9, 
69, 18, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 18, Tech, TECH_IRRIGATION, 614.0, 
69, 18, Tech, TECH_ARCHERY, 0.0, OWNED
69, 18, Tech, TECH_WRITING, 0.0, OWNED
69, 18, Tech, TECH_MASONRY, 370.7, 
69, 18, Tech, TECH_BRONZE_WORKING, 378.4, BOOSTED
69, 18, Tech, TECH_THE_WHEEL, 334.4, RESEARCHING
69, 18, Tech, TECH_CELESTIAL_NAVIGATION, 633.4, 
69, 18, Tech, TECH_CURRENCY, 0.0, OWNED
69, 18, Tech, TECH_HORSEBACK_RIDING, 209.5, 
69, 18, Tech, TECH_IRON_WORKING, 512.9, 
69, 18, Tech, TECH_SHIPBUILDING, 607.6, 
69, 18, Tech, TECH_MATHEMATICS, 157.3, 
69, 18, Tech, TECH_CONSTRUCTION, 653.6, 
69, 18, Tech, TECH_ENGINEERING, 506.0, 
69, 18, Tech, TECH_MILITARY_TACTICS, 193.0, 
69, 18, Tech, TECH_APPRENTICESHIP, 279.2, 
69, 18, Tech, TECH_MACHINERY, 1727.6, GOAL
69, 18, Tech, TECH_EDUCATION, -9353.0, 
69, 18, Tech, TECH_STIRRUPS, 245.7, 
69, 18, Tech, TECH_MILITARY_ENGINEERING, -8765.2, 
69, 18, Tech, TECH_CASTLES, -8765.2, 
69, 18, Tech, TECH_CARTOGRAPHY, -9056.5, 
69, 18, Contract 968
69, 19, Tech, TECH_POTTERY, 0.0, OWNED
69, 19, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 19, Tech, TECH_MINING, 0.0, OWNED
69, 19, Tech, TECH_SAILING, 0.0, OWNED
69, 19, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 19, Tech, TECH_IRRIGATION, 334.9, 
69, 19, Tech, TECH_ARCHERY, 0.0, OWNED
69, 19, Tech, TECH_WRITING, 0.0, OWNED
69, 19, Tech, TECH_MASONRY, 0.0, OWNED
69, 19, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
69, 19, Tech, TECH_THE_WHEEL, 0.0, OWNED
69, 19, Tech, TECH_CELESTIAL_NAVIGATION, 624.3, 
69, 19, Tech, TECH_CURRENCY, 305.1, RESEARCHING
69, 19, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
69, 19, Tech, TECH_IRON_WORKING, 202.9, 
69, 19, Tech, TECH_SHIPBUILDING, 385.8, 
69, 19, Tech, TECH_MATHEMATICS, 437.6, 
69, 19, Tech, TECH_CONSTRUCTION, 210.6, 
69, 19, Tech, TECH_ENGINEERING, 265.6, 
69, 19, Tech, TECH_MILITARY_TACTICS, 793.3, GOAL
69, 19, Tech, TECH_APPRENTICESHIP, 422.5, 
69, 19, Tech, TECH_MACHINERY, 505.0, 
69, 19, Tech, TECH_EDUCATION, -8833.8, 
69, 19, Tech, TECH_STIRRUPS, 100.9, 
69, 19, Tech, TECH_MILITARY_ENGINEERING, 255.9, 
69, 19, Tech, TECH_CASTLES, 264.1, 
69, 19, Tech, TECH_CARTOGRAPHY, 416.7, 
69, 19, Tech, TECH_GUNPOWDER, -8703.9, 
69, 19, Tech, TECH_PRINTING, -9025.5, 
69, 19, Tech, TECH_SQUARE_RIGGING, -9196.6, 
69, 19, Tech, TECH_SIEGE_TACTICS, -9524.2, 
69, 19, Contract 984
69, 20, Tech, TECH_POTTERY, 0.0, OWNED
69, 20, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 20, Tech, TECH_MINING, 0.0, OWNED
69, 20, Tech, TECH_SAILING, 0.0, OWNED
69, 20, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 20, Tech, TECH_IRRIGATION, 334.9, 
69, 20, Tech, TECH_ARCHERY, 0.0, OWNED
69, 20, Tech, TECH_WRITING, 0.0, OWNED
69, 20, Tech, TECH_MASONRY, 467.2, 
69, 20, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
69, 20, Tech, TECH_THE_WHEEL, 254.9, 
69, 20, Tech, TECH_CELESTIAL_NAVIGATION, 402.1, 
69, 20, Tech, TECH_CURRENCY, 386.7, RESEARCHING
69, 20, Tech, TECH_HORSEBACK_RIDING, 285.1, 
69, 20, Tech, TECH_IRON_WORKING, 202.4, 
69, 20, Tech, TECH_SHIPBUILDING, 372.6, 
69, 20, Tech, TECH_MATHEMATICS, 590.2, 
69, 20, Tech, TECH_CONSTRUCTION, 909.6, 
69, 20, Tech, TECH_ENGINEERING, 437.6, 
69, 20, Tech, TECH_MILITARY_TACTICS, 1051.8, 
69, 20, Tech, TECH_APPRENTICESHIP, 844.6, 
69, 20, Tech, TECH_MACHINERY, 927.9, BOOSTED
69, 20, Tech, TECH_EDUCATION, 2118.5, GOAL
69, 20, Tech, TECH_STIRRUPS, 392.7, 
69, 20, Tech, TECH_MILITARY_ENGINEERING, 1708.9, 
69, 20, Tech, TECH_CASTLES, 1717.5, 
69, 20, Tech, TECH_CARTOGRAPHY, 402.3, 
69, 20, Tech, TECH_SQUARE_RIGGING, -9224.1, 
69, 20, Contract 947
69, 21, Tech, TECH_POTTERY, 0.0, OWNED
69, 21, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 21, Tech, TECH_MINING, 0.0, OWNED
69, 21, Tech, TECH_SAILING, 0.0, OWNED
69, 21, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 21, Tech, TECH_IRRIGATION, 334.9, 
69, 21, Tech, TECH_ARCHERY, 0.0, OWNED
69, 21, Tech, TECH_WRITING, 0.0, OWNED
69, 21, Tech, TECH_MASONRY, 476.0, RESEARCHING
69, 21, Tech, TECH_BRONZE_WORKING, 325.2, BOOSTED
69, 21, Tech, TECH_THE_WHEEL, 246.6, BOOSTED
69, 21, Tech, TECH_CELESTIAL_NAVIGATION, 262.7, 
69, 21, Tech, TECH_CURRENCY, 205.9, 
69, 21, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
69, 21, Tech, TECH_IRON_WORKING, 398.5, 
69, 21, Tech, TECH_SHIPBUILDING, 222.0, 
69, 21, Tech, TECH_MATHEMATICS, 257.1, 
69, 21, Tech, TECH_CONSTRUCTION, 574.8, GOAL
69, 21, Tech, TECH_ENGINEERING, 330.9, 
69, 21, Tech, TECH_MILITARY_TACTICS, -9535.9, 
69, 21, Tech, TECH_APPRENTICESHIP, 230.4, 
69, 21, Tech, TECH_MACHINERY, -8697.8, 
69, 21, Tech, TECH_EDUCATION, -9305.5, 
69, 21, Tech, TECH_STIRRUPS, 24.9, 
69, 21, Tech, TECH_MILITARY_ENGINEERING, -8948.2, 
69, 21, Tech, TECH_CASTLES, -8948.2, 
69, 21, Tech, TECH_CARTOGRAPHY, -9777.0, 
69, 21, Tech, TECH_SQUARE_RIGGING, -19554.0, 
69, 21, Contract 985
69, 22, Tech, TECH_POTTERY, 0.0, OWNED
69, 22, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 22, Tech, TECH_MINING, 0.0, OWNED
69, 22, Tech, TECH_SAILING, 0.0, OWNED
69, 22, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 22, Tech, TECH_IRRIGATION, 0.0, OWNED
69, 22, Tech, TECH_ARCHERY, 0.0, OWNED
69, 22, Tech, TECH_WRITING, 0.0, OWNED
69, 22, Tech, TECH_MASONRY, 344.6, 
69, 22, Tech, TECH_BRONZE_WORKING, 336.0, BOOSTED
69, 22, Tech, TECH_THE_WHEEL, 209.5, 
69, 22, Tech, TECH_CELESTIAL_NAVIGATION, 289.1, 
69, 22, Tech, TECH_CURRENCY, 226.6, 
69, 22, Tech, TECH_HORSEBACK_RIDING, 300.1, RESEARCHING
69, 22, Tech, TECH_IRON_WORKING, 422.4, 
69, 22, Tech, TECH_SHIPBUILDING, 202.9, 
69, 22, Tech, TECH_MATHEMATICS, 289.2, 
69, 22, Tech, TECH_CONSTRUCTION, 711.6, GOAL
69, 22, Tech, TECH_ENGINEERING, 302.8, 
69, 22, Tech, TECH_MILITARY_TACTICS, -9483.3, 
69, 22, Tech, TECH_APPRENTICESHIP, 543.9, 
69, 22, Tech, TECH_MACHINERY, -8728.3, BOOSTED
69, 22, Tech, TECH_EDUCATION, -8639.3, 
69, 22, Tech, TECH_STIRRUPS, 324.4, 
69, 22, Tech, TECH_MILITARY_ENGINEERING, -8642.7, 
69, 22, Tech, TECH_CASTLES, -8642.7, 
69, 22, Tech, TECH_CARTOGRAPHY, -9796.1, 
69, 22, Tech, TECH_SQUARE_RIGGING, -19592.2, 
69, 22, Contract 986
69, 23, Tech, TECH_POTTERY, 0.0, OWNED
69, 23, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 23, Tech, TECH_MINING, 0.0, OWNED
69, 23, Tech, TECH_SAILING, 0.0, OWNED
69, 23, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 23, Tech, TECH_IRRIGATION, 0.0, OWNED
69, 23, Tech, TECH_ARCHERY, 0.0, OWNED
69, 23, Tech, TECH_WRITING, 0.0, OWNED
69, 23, Tech, TECH_MASONRY, 229.4, 
69, 23, Tech, TECH_BRONZE_WORKING, 255.9, 
69, 23, Tech, TECH_THE_WHEEL, 194.1, 
69, 23, Tech, TECH_CELESTIAL_NAVIGATION, 262.7, 
69, 23, Tech, TECH_CURRENCY, 205.9, 
69, 23, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
69, 23, Tech, TECH_IRON_WORKING, 329.1, 
69, 23, Tech, TECH_SHIPBUILDING, 248.3, RESEARCHING
69, 23, Tech, TECH_MATHEMATICS, 241.5, 
69, 23, Tech, TECH_CONSTRUCTION, 287.0, 
69, 23, Tech, TECH_ENGINEERING, 259.0, 
69, 23, Tech, TECH_MILITARY_TACTICS, -9551.5, 
69, 23, Tech, TECH_APPRENTICESHIP, 228.5, 
69, 23, Tech, TECH_MACHINERY, -8960.9, BOOSTED
69, 23, Tech, TECH_EDUCATION, -9323.0, 
69, 23, Tech, TECH_STIRRUPS, 18.2, 
69, 23, Tech, TECH_MILITARY_ENGINEERING, -9482.6, 
69, 23, Tech, TECH_CASTLES, -9482.6, 
69, 23, Tech, TECH_CARTOGRAPHY, -9750.7, 
69, 23, Tech, TECH_SQUARE_RIGGING, -19501.4, 
69, 24, Tech, TECH_POTTERY, 0.0, OWNED
69, 24, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 24, Tech, TECH_MINING, 0.0, OWNED
69, 24, Tech, TECH_SAILING, 0.0, OWNED
69, 24, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 24, Tech, TECH_IRRIGATION, 0.0, OWNED
69, 24, Tech, TECH_ARCHERY, 0.0, OWNED
69, 24, Tech, TECH_WRITING, 0.0, OWNED
69, 24, Tech, TECH_MASONRY, 458.2, BOOSTED
69, 24, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
69, 24, Tech, TECH_THE_WHEEL, 209.5, 
69, 24, Tech, TECH_CELESTIAL_NAVIGATION, 301.4, 
69, 24, Tech, TECH_CURRENCY, 315.2, BOOSTED
69, 24, Tech, TECH_HORSEBACK_RIDING, 285.1, RESEARCHING
69, 24, Tech, TECH_IRON_WORKING, 147.9, 
69, 24, Tech, TECH_SHIPBUILDING, 218.0, 
69, 24, Tech, TECH_MATHEMATICS, 390.0, 
69, 24, Tech, TECH_CONSTRUCTION, 818.2, 
69, 24, Tech, TECH_ENGINEERING, 285.4, 
69, 24, Tech, TECH_MILITARY_TACTICS, -9293.9, 
69, 24, Tech, TECH_APPRENTICESHIP, 650.7, 
69, 24, Tech, TECH_MACHINERY, -9356.2, BOOSTED
69, 24, Tech, TECH_EDUCATION, -8358.0, 
69, 24, Tech, TECH_STIRRUPS, 316.0, 
69, 24, Tech, TECH_MILITARY_ENGINEERING, -8437.5, 
69, 24, Tech, TECH_CASTLES, -8437.5, 
69, 24, Tech, TECH_CARTOGRAPHY, -9781.0, 
69, 24, Tech, TECH_SQUARE_RIGGING, -19561.9, 
69, 24, Contract 948
69, 25, Tech, TECH_POTTERY, 0.0, OWNED
69, 25, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
69, 25, Tech, TECH_MINING, 0.0, OWNED
69, 25, Tech, TECH_SAILING, 0.0, OWNED
69, 25, Tech, TECH_ASTROLOGY, 0.0, OWNED
69, 25, Tech, TECH_IRRIGATION, 334.9, 
69, 25, Tech, TECH_ARCHERY, 0.0, OWNED
69, 25, Tech, TECH_WRITING, 0.0, OWNED
69, 25, Tech, TECH_MASONRY, 388.6, 
69, 25, Tech, TECH_BRONZE_WORKING, 364.0, BOOSTED
69, 25, Tech, TECH_THE_WHEEL, 307.1, RESEARCHING
69, 25, Tech, TECH_CELESTIAL_NAVIGATION, 313.7, 
69, 25, Tech, TECH_CURRENCY, 301.5, BOOSTED
69, 25, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
69, 25, Tech, TECH_IRON_WORKING, 500.4, 
69, 25, Tech, TECH_SHIPBUILDING, 248.3, 
69, 25, Tech, TECH_MATHEMATICS, 400.3, 
69, 25, Tech, TECH_CONSTRUCTION, 480.1, 
69, 25, Tech, TECH_ENGINEERING, 450.2, 
69, 25, Tech, TECH_MILITARY_TACTICS, -9297.2, 
69, 25, Tech, TECH_APPRENTICESHIP, 358.5, 
69, 25, Tech, TECH_MACHINERY, 1611.0, GOAL
69, 25, Tech, TECH_EDUCATION, -8938.6, 
69, 25, Tech, TECH_STIRRUPS, 39.1, 
69, 25, Tech, TECH_MILITARY_ENGINEERING, -9130.3, 
69, 25, Tech, TECH_CASTLES, -9130.3, 
69, 25, Tech, TECH_CARTOGRAPHY, -9750.7, 
69, 25, Tech, TECH_SQUARE_RIGGING, -19501.4, 
69, 25, Contract 1005
69, 25, Contract 1017
70, 0, Tech, TECH_POTTERY, 0.0, OWNED
70, 0, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 0, Tech, TECH_MINING, 0.0, OWNED
70, 0, Tech, TECH_SAILING, 777.4, BOOSTED
70, 0, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 0, Tech, TECH_IRRIGATION, 0.0, OWNED
70, 0, Tech, TECH_ARCHERY, 0.0, OWNED
70, 0, Tech, TECH_WRITING, 0.0, OWNED
70, 0, Tech, TECH_MASONRY, 0.0, OWNED
70, 0, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
70, 0, Tech, TECH_THE_WHEEL, 293.2, 
70, 0, Tech, TECH_CELESTIAL_NAVIGATION, 1699.5, 
70, 0, Tech, TECH_CURRENCY, 0.0, OWNED
70, 0, Tech, TECH_HORSEBACK_RIDING, 313.0, BOOSTED
70, 0, Tech, TECH_IRON_WORKING, 377.1, 
70, 0, Tech, TECH_SHIPBUILDING, 1976.8, 
70, 0, Tech, TECH_MATHEMATICS, 216.9, 
70, 0, Tech, TECH_CONSTRUCTION, 482.3, 
70, 0, Tech, TECH_ENGINEERING, 833.4, BOOSTED
70, 0, Tech, TECH_MILITARY_TACTICS, 276.7, 
70, 0, Tech, TECH_APPRENTICESHIP, 439.1, 
70, 0, Tech, TECH_MACHINERY, 1420.9, 
70, 0, Tech, TECH_EDUCATION, -9030.0, 
70, 0, Tech, TECH_STIRRUPS, 391.1, 
70, 0, Tech, TECH_MILITARY_ENGINEERING, 1243.2, 
70, 0, Tech, TECH_CASTLES, 833.8, 
70, 0, Tech, TECH_CARTOGRAPHY, 4148.6, 
70, 1, Tech, TECH_POTTERY, 0.0, OWNED
70, 1, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 1, Tech, TECH_MINING, 0.0, OWNED
70, 1, Tech, TECH_SAILING, 0.0, OWNED
70, 1, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 1, Tech, TECH_IRRIGATION, 471.2, BOOSTED
70, 1, Tech, TECH_ARCHERY, 0.0, OWNED
70, 1, Tech, TECH_WRITING, 0.0, OWNED
70, 1, Tech, TECH_MASONRY, 0.0, OWNED
70, 1, Tech, TECH_BRONZE_WORKING, 627.8, BOOSTED
70, 1, Tech, TECH_THE_WHEEL, 312.2, BOOSTED
70, 1, Tech, TECH_CELESTIAL_NAVIGATION, 660.6, 
70, 1, Tech, TECH_CURRENCY, 545.0, 
70, 1, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
70, 1, Tech, TECH_IRON_WORKING, 512.2, 
70, 1, Tech, TECH_SHIPBUILDING, 1315.8, RESEARCHING
70, 1, Tech, TECH_MATHEMATICS, 809.5, BOOSTED
70, 1, Tech, TECH_CONSTRUCTION, 263.1, 
70, 1, Tech, TECH_ENGINEERING, 626.8, BOOSTED
70, 1, Tech, TECH_MILITARY_TACTICS, 1507.6, 
70, 1, Tech, TECH_APPRENTICESHIP, 741.2, 
70, 1, Tech, TECH_MACHINERY, 1971.6, 
70, 1, Tech, TECH_EDUCATION, 2171.1, 
70, 1, Tech, TECH_STIRRUPS, 149.5, 
70, 1, Tech, TECH_MILITARY_ENGINEERING, 379.7, 
70, 1, Tech, TECH_CASTLES, 609.4, 
70, 1, Tech, TECH_CARTOGRAPHY, 1986.0, 
70, 1, Tech, TECH_GUNPOWDER, -7920.4, 
70, 1, Tech, TECH_SQUARE_RIGGING, 3320.1, GOAL
70, 1, Tech, TECH_SIEGE_TACTICS, 899.2, 
70, 1, Contract 212
70, 1, Contract 950
70, 1, Contract 1007
70, 1, Contract 1030
70, 2, Tech, TECH_POTTERY, 0.0, OWNED
70, 2, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 2, Tech, TECH_MINING, 0.0, OWNED
70, 2, Tech, TECH_SAILING, 0.0, OWNED
70, 2, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 2, Tech, TECH_IRRIGATION, 0.0, OWNED
70, 2, Tech, TECH_ARCHERY, 0.0, OWNED
70, 2, Tech, TECH_WRITING, 0.0, OWNED
70, 2, Tech, TECH_MASONRY, 346.7, BOOSTED
70, 2, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
70, 2, Tech, TECH_THE_WHEEL, 0.0, OWNED
70, 2, Tech, TECH_CELESTIAL_NAVIGATION, 643.0, 
70, 2, Tech, TECH_CURRENCY, 336.0, 
70, 2, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
70, 2, Tech, TECH_IRON_WORKING, 43.5, BOOSTED
70, 2, Tech, TECH_SHIPBUILDING, 1075.7, RESEARCHING
70, 2, Tech, TECH_MATHEMATICS, 546.4, 
70, 2, Tech, TECH_CONSTRUCTION, 575.1, 
70, 2, Tech, TECH_ENGINEERING, 286.8, 
70, 2, Tech, TECH_MILITARY_TACTICS, 1520.3, 
70, 2, Tech, TECH_APPRENTICESHIP, 521.6, 
70, 2, Tech, TECH_MACHINERY, 318.6, 
70, 2, Tech, TECH_EDUCATION, 1468.2, 
70, 2, Tech, TECH_STIRRUPS, 142.0, 
70, 2, Tech, TECH_MILITARY_ENGINEERING, 1032.9, 
70, 2, Tech, TECH_CASTLES, 1053.0, 
70, 2, Tech, TECH_CARTOGRAPHY, 1745.8, GOAL
70, 2, Tech, TECH_PRINTING, 687.9, 
70, 2, Tech, TECH_SQUARE_RIGGING, 2839.3, 
70, 2, Contract 226
70, 3, Tech, TECH_POTTERY, 0.0, OWNED
70, 3, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 3, Tech, TECH_MINING, 0.0, OWNED
70, 3, Tech, TECH_SAILING, 0.0, OWNED
70, 3, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 3, Tech, TECH_IRRIGATION, 668.6, BOOSTED
70, 3, Tech, TECH_ARCHERY, 0.0, OWNED
70, 3, Tech, TECH_WRITING, 0.0, OWNED
70, 3, Tech, TECH_MASONRY, 1097.8, RESEARCHING
70, 3, Tech, TECH_BRONZE_WORKING, 456.9, BOOSTED
70, 3, Tech, TECH_THE_WHEEL, 0.0, OWNED
70, 3, Tech, TECH_CELESTIAL_NAVIGATION, 796.8, BOOSTED
70, 3, Tech, TECH_CURRENCY, 381.3, 
70, 3, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
70, 3, Tech, TECH_IRON_WORKING, 728.6, 
70, 3, Tech, TECH_SHIPBUILDING, 1057.6, 
70, 3, Tech, TECH_MATHEMATICS, 607.9, 
70, 3, Tech, TECH_CONSTRUCTION, 1422.8, BOOSTED
70, 3, Tech, TECH_ENGINEERING, 320.7, 
70, 3, Tech, TECH_MILITARY_TACTICS, 1098.9, 
70, 3, Tech, TECH_APPRENTICESHIP, 655.6, BOOSTED
70, 3, Tech, TECH_MACHINERY, 1357.6, 
70, 3, Tech, TECH_EDUCATION, 1725.7, 
70, 3, Tech, TECH_STIRRUPS, 58.7, 
70, 3, Tech, TECH_MILITARY_ENGINEERING, 2663.8, 
70, 3, Tech, TECH_CASTLES, 2685.0, GOAL
70, 3, Tech, TECH_CARTOGRAPHY, 1704.7, 
70, 3, Tech, TECH_SQUARE_RIGGING, -7236.7, 
70, 3, Contract 293
70, 3, Contract 935
70, 3, Contract 936
70, 4, Tech, TECH_POTTERY, 0.0, OWNED
70, 4, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 4, Tech, TECH_MINING, 0.0, OWNED
70, 4, Tech, TECH_SAILING, 0.0, OWNED
70, 4, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 4, Tech, TECH_IRRIGATION, 0.0, OWNED
70, 4, Tech, TECH_ARCHERY, 0.0, OWNED
70, 4, Tech, TECH_WRITING, 0.0, OWNED
70, 4, Tech, TECH_MASONRY, 454.6, 
70, 4, Tech, TECH_BRONZE_WORKING, 359.2, BOOSTED
70, 4, Tech, TECH_THE_WHEEL, 310.6, RESEARCHING
70, 4, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
70, 4, Tech, TECH_CURRENCY, 255.9, 
70, 4, Tech, TECH_HORSEBACK_RIDING, 246.6, BOOSTED
70, 4, Tech, TECH_IRON_WORKING, 340.9, BOOSTED
70, 4, Tech, TECH_SHIPBUILDING, 1059.0, BOOSTED
70, 4, Tech, TECH_MATHEMATICS, 372.6, 
70, 4, Tech, TECH_CONSTRUCTION, 783.8, 
70, 4, Tech, TECH_ENGINEERING, 490.7, 
70, 4, Tech, TECH_MILITARY_TACTICS, 641.0, 
70, 4, Tech, TECH_APPRENTICESHIP, 545.7, 
70, 4, Tech, TECH_MACHINERY, 1518.3, GOAL
70, 4, Tech, TECH_EDUCATION, -8578.2, 
70, 4, Tech, TECH_STIRRUPS, 292.4, 
70, 4, Tech, TECH_MILITARY_ENGINEERING, -8514.0, 
70, 4, Tech, TECH_CASTLES, -8514.0, 
70, 4, Tech, TECH_CARTOGRAPHY, 1063.3, 
70, 4, Tech, TECH_SQUARE_RIGGING, -7876.8, 
70, 4, Contract 229
70, 4, Contract 1035
70, 5, Tech, TECH_POTTERY, 0.0, OWNED
70, 5, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
70, 5, Tech, TECH_MINING, 0.0, OWNED
70, 5, Tech, TECH_SAILING, 0.0, OWNED
70, 5, Tech, TECH_ASTROLOGY, 0.0, OWNED
70, 5, Tech, TECH_IRRIGATION, 649.2, BOOSTED
70, 5, Tech, TECH_ARCHERY, 0.0, OWNED
70, 5, Tech, TECH_WRITING, 0.0, OWNED
70, 5, Tech, TECH_MASONRY, 578.5, BOOSTED
70, 5, Tech, TECH_BRONZE_WORKING, 369.6, BOOSTED
70, 5, Tech, TECH_THE_WHEEL, 272.0, RESEARCHING
70, 5, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
