Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
68, 2, HL: Explore, , , UNIT_SCOUT (196608), Move To: 55 9
68, 2, HL: Explore, , , UNIT_SCOUT (524294), Move To: 72 26
68, 2, HL: End Turn, , , UNIT_SCOUT (196608)
68, 2, HL: End Turn, , , UNIT_SCOUT (524294)
68, 4, HL: Explore primary regions, , , UNIT_SCOUT (196608), Move To: 13 50
68, 4, HL: Explore secondary regions, , , UNIT_SCOUT (524292), Move To: 17 46
68, 4, HL: End Turn, , , UNIT_SCOUT (196608)
68, 4, HL: End Turn, , , UNIT_SCOUT (524292)
68, 7, HL: Explore cur region, , , UNIT_SCOUT (851968), Move To: 15 35
68, 7, HL: End Turn, , , UNIT_SCOUT (851968)
68, 8, Wander, , , UNIT_SLINGER (262144), Move To: 15 20
68, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 13 18
68, 8, Wander, , , UNIT_ARCHER (720899), Move To: 7 22
68, 8, Wander, , , UNIT_ARCHER (524294), Move To: 14 23
68, 8, Wander, , , UNIT_ARCHER (589831), Move To: 11 23
68, 8, Wander, , , UNIT_ARCHER (655368), Move To: 13 16
68, 8, Wander, , , UNIT_ARCHER (786441), Move To: 11 24
68, 8, Wander, , , UNIT_ARCHER (851978), Move To: 12 22
68, 8, Wander, , , UNIT_ARCHER (917515), Move To: 12 24
68, 9, Heal, , , UNIT_WARRIOR (327683), 
68, 9, Wander, , , UNIT_WARRIOR (589824), Move To: 54 11
68, 9, Wander, , , UNIT_WARRIOR (131073), Move To: 58 9
68, 9, Wander, , , UNIT_WARRIOR (196610), Move To: 61 10
68, 9, Wander, , , UNIT_WARRIOR (458756), Move To: 57 9
68, 9, Wander, , , UNIT_WARRIOR (524293), Move To: 56 10
68, 10, Heal, , , UNIT_WARRIOR (131073), 
68, 10, Wander, , , UNIT_ARCHER (458752), Move To: 16 23
68, 10, Wander, , , UNIT_WARRIOR (196610), Move To: 16 19
68, 10, Wander, , , UNIT_ARCHER (524292), Move To: 18 18
68, 10, Wander, , , UNIT_ARCHER (655366), Move To: 19 18
68, 11, Wander, , , UNIT_WARRIOR (262144), Move To: 67 19
68, 11, Wander, , , UNIT_WARRIOR (131073), Move To: 68 20
68, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 63 20
68, 11, Wander, , , UNIT_ARCHER (327683), Move To: 65 18
68, 11, Wander, , , UNIT_ARCHER (393220), Move To: 63 19
68, 11, Wander, , , UNIT_ARCHER (458757), Move To: 64 21
68, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 68 14
68, 12, Wander, , , UNIT_WARRIOR (196610), Move To: 67 10
68, 12, Wander, , , UNIT_ARCHER (393219), Move To: 66 11
68, 12, Wander, , , UNIT_HORSEMAN (589829), Move To: 68 8
68, 12, Wander, , , UNIT_HORSEMAN (655366), Move To: 66 14
68, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 75 30
68, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 76 27
68, 13, Wander, , , UNIT_ARCHER (589827), Move To: 74 28
68, 13, Wander, , , UNIT_ARCHER (458756), Move To: 77 26
68, 13, Wander, , , UNIT_ARCHER (524293), Move To: 78 26
68, 13, Wander, , , UNIT_ARCHER (655366), Move To: 74 30
68, 14, Wander, , , UNIT_WARRIOR (524289), Move To: 76 11
68, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 75 17
68, 14, Wander, , , UNIT_ARCHER (786435), Move To: 79 14
68, 14, Wander, , , UNIT_WARRIOR (458756), Move To: 74 16
68, 14, Wander, , , UNIT_WARRIOR (655365), Move To: 77 12
68, 14, Wander, , , UNIT_ARCHER (720902), Move To: 77 15
68, 14, Wander, , , UNIT_ARCHER (851975), Move To: 76 15
68, 14, Wander, , , UNIT_ARCHER (917512), Move To: 78 12
68, 14, HL: End Turn, , , UNIT_BUILDER (589824)
68, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 64 11
68, 15, Wander, , , UNIT_ARCHER (458756), Move To: 64 12
68, 15, Wander, , , UNIT_ARCHER (589829), Move To: 61 11
68, 15, HL: End Turn, , , UNIT_BUILDER (393219)
68, 16, Wander, , , UNIT_WARRIOR (393216), Move To: 27 14
68, 16, Wander, , , UNIT_WARRIOR (131073), Move To: 25 15
68, 16, Wander, , , UNIT_WARRIOR (196610), Move To: 24 12
68, 16, Wander, , , UNIT_ARCHER (589827), Move To: 23 12
68, 16, Wander, , , UNIT_WARRIOR (524293), Move To: 25 12
68, 16, Wander, , , UNIT_ARCHER (655366), Move To: 26 11
68, 16, Wander, , , UNIT_ARCHER (720903), Move To: 26 13
68, 16, Wander, , , UNIT_ARCHER (786440), Move To: 27 12
68, 18, Heal, , , UNIT_ARCHER (393220), 
68, 18, Wander, , , UNIT_ARCHER (458752), Move To: 70 33
68, 18, HL: End Turn, , , UNIT_BUILDER (524293)
68, 19, Wander, , , UNIT_ARCHER (393216), Move To: 15 25
68, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 13 22
68, 19, Wander, , , UNIT_HORSEMAN (458755), Move To: 11 25
68, 20, Wander, , , UNIT_WARRIOR (131073), Move To: 77 21
68, 20, Wander, , , UNIT_WARRIOR (196610), Move To: 76 23
68, 20, Wander, , , UNIT_ARCHER (393220), Move To: 79 18
68, 20, Wander, , , UNIT_ARCHER (458757), Move To: 77 19
68, 20, Wander, , , UNIT_ARCHER (524294), Move To: 79 24
68, 20, Wander, , , UNIT_ARCHER (589831), Move To: 80 17
68, 21, Wander, , , UNIT_ARCHER (458752), Move To: 58 36
68, 21, Wander, , , UNIT_WARRIOR (196610), Move To: 54 35
68, 21, Wander, , , UNIT_WARRIOR (327683), Move To: 54 36
68, 21, Wander, , , UNIT_WARRIOR (393220), Move To: 61 39
68, 21, Wander, , , UNIT_ARCHER (524293), Move To: 54 38
68, 21, HL: End Turn, , , UNIT_BUILDER (655366)
68, 22, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (196610), Move To: 12 50
68, 22, Wander, , , UNIT_WARRIOR (131073), Move To: 12 44
68, 22, Wander, , , UNIT_WARRIOR (393219), Move To: 13 43
68, 22, Wander, , , UNIT_ARCHER (786440), Move To: 13 42
68, 23, Wander, , , UNIT_ARCHER (327680), Move To: 61 16
68, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 57 18
68, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 59 19
68, 23, Wander, , , UNIT_ARCHER (393219), Move To: 60 19
68, 23, Wander, , , UNIT_ARCHER (458756), Move To: 63 16
68, 23, Wander, , , UNIT_ARCHER (524293), Move To: 60 16
68, 24, Wander, , , UNIT_ARCHER (458752), Move To: 59 41
68, 24, Wander, , , UNIT_WARRIOR (131073), Move To: 61 40
68, 24, Wander, , , UNIT_WARRIOR (196610), Move To: 59 40
68, 24, Wander, , , UNIT_ARCHER (393219), Move To: 57 41
68, 24, Wander, , , UNIT_ARCHER (589829), Move To: 61 42
68, 24, Wander, , , UNIT_ARCHER (655366), Move To: 61 38
68, 24, Wander, , , UNIT_ARCHER (720903), Move To: 59 42
68, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 22 25
68, 25, Wander, , , UNIT_ARCHER (524292), Move To: 22 23
68, 25, Wander, , , UNIT_ARCHER (655365), Move To: 21 22
68, 63, Barbarian Rampage, TARGET_LOW_PRIORITY_UNIT, ?, UNIT_QUADRIREME (3145775), 54:11
68, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_QUADRIREME (4325441), 5:16
68, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (5046348), 18:39
68, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (7012458), 22:41
68, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (8781957), 18:39
68, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_WARRIOR (131073), UNIT_WARRIOR (7798902), Expected Damage: 0, Move 63 5 Attack 64 6
68, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_WARRIOR (983042), UNIT_WARRIOR (6422625), Expected Damage: 0, Move 8 44 Attack 8 45
68, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (720901), UNIT_WARRIOR (5963866), Expected Damage: 0, Move 22 40 Attack -9999 -9999
68, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (720901), UNIT_WARRIOR (5242959), Expected Damage: 0, Move 23 40 Attack -9999 -9999
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (917517), AT: 14 2
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2031646), AT: 61 2
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (8978568), AT: 67 5
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9633938), AT: 28 7
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (524295), AT: 29 19
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2752553), AT: 56 24
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (3211312), AT: 46 31
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2228257), AT: 35 36
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9371790), AT: 71 36
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703961), AT: 81 37
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (786443), AT: 5 47
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179665), AT: 20 47
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310739), AT: 75 48
68, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1441813), AT: 57 50
68, 63, Attack Civilian, TARGET_CIVILIAN_UNIT, UNIT_BUILDER (786439), UNIT_WARRIOR (5701718), Available Units: 1
68, 63, Wander, , , UNIT_WARRIOR (2621479), Move To: 29 21
68, 63, Wander, , , UNIT_WARRIOR (3407923), Move To: 74 47
68, 63, Wander, , , UNIT_SLINGER (4456515), Move To: 29 23
68, 63, Wander, , , UNIT_SLINGER (5308496), Move To: 74 46
68, 63, Wander, , , UNIT_QUADRIREME (6094940), Move To: 34 36
68, 63, Wander, , , UNIT_WARRIOR (6488162), Move To: 19 46
68, 63, Wander, , , UNIT_WARRIOR (6619236), Move To: 27 23
68, 63, Wander, , , UNIT_WARRIOR (6815847), Move To: 20 45
68, 63, Wander, , , UNIT_WARRIOR (7274606), Move To: 73 44
68, 63, Wander, , , UNIT_QUADRIREME (8061050), Move To: 34 34
68, 63, Wander, , , UNIT_WARRIOR (8192124), Move To: 4 47
68, 63, Wander, , , UNIT_ARCHER (8257661), Move To: 29 18
68, 63, Wander, , , UNIT_WARRIOR (8454272), Move To: 20 44
68, 63, Wander, , , UNIT_QUADRIREME (8650883), Move To: 11 7
68, 63, Wander, , , UNIT_WARRIOR (9306253), Move To: 58 23
68, 63, Wander, , , UNIT_WARRIOR (9437327), Move To: 77 45
68, 63, Wander, , , UNIT_ARCHER (9502864), Move To: 80 36
68, 63, Wander, , , UNIT_WARRIOR (9699475), Move To: 54 49
68, 63, HL: Move To Safety, , , UNIT_SETTLER (8585346), Move To: 21 17
68, 63, HL: Explore fallback, , , UNIT_SCOUT (589832), Move To: 26 27
68, 63, HL: Explore fallback, , , UNIT_SCOUT (5505107), Move To: 81 42
68, 63, HL: Explore, , , UNIT_SCOUT (9044105), Move To: 75 2
68, 63, HL: Explore fallback, , , UNIT_SCOUT (9240716), Move To: 61 4
68, 63, HL: End Turn, , , UNIT_SCOUT (589832)
68, 63, HL: End Turn, , , UNIT_SCOUT (1245202)
68, 63, HL: End Turn, , , UNIT_SCOUT (1769498)
68, 63, HL: End Turn, , , UNIT_SCOUT (5505107)
68, 63, HL: End Turn, , , UNIT_BUILDER (5636181)
68, 63, HL: End Turn, , , UNIT_SCOUT (8716420)
68, 63, HL: End Turn, , , UNIT_BUILDER (8913031)
68, 63, HL: End Turn, , , UNIT_SCOUT (9044105)
68, 63, HL: End Turn, , , UNIT_SCOUT (9240716)
69, 2, HL: Explore, , , UNIT_SCOUT (196608), Move To: 56 8
69, 2, HL: Explore, , , UNIT_SCOUT (524294), Move To: 73 27
69, 2, HL: End Turn, , , UNIT_SCOUT (196608)
69, 2, HL: End Turn, , , UNIT_SCOUT (524294)
69, 4, HL: Move To Safety, , , UNIT_SCOUT (196608), Move To: 9 47
69, 4, HL: Explore cur region, , , UNIT_SCOUT (524292), Move To: 13 50
69, 4, HL: End Turn, , , UNIT_SCOUT (524292)
69, 6, HL: End Turn, , , UNIT_BUILDER (983044)
69, 8, Wander, , , UNIT_SLINGER (262144), Move To: 15 18
69, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 12 18
69, 8, Wander, , , UNIT_ARCHER (720899), Move To: 6 21
69, 8, Wander, , , UNIT_ARCHER (524294), Move To: 15 22
69, 8, Wander, , , UNIT_ARCHER (589831), Move To: 10 23
69, 8, Wander, , , UNIT_ARCHER (655368), Move To: 14 16
69, 8, Wander, , , UNIT_ARCHER (786441), Move To: 11 23
69, 8, Wander, , , UNIT_ARCHER (851978), Move To: 11 22
69, 8, Wander, , , UNIT_ARCHER (917515), Move To: 12 26
69, 9, Heal, , , UNIT_WARRIOR (327683), 
69, 9, Wander, , , UNIT_WARRIOR (589824), Move To: 55 10
69, 9, Wander, , , UNIT_WARRIOR (131073), Move To: 58 8
69, 9, Wander, , , UNIT_WARRIOR (196610), Move To: 60 10
69, 9, Wander, , , UNIT_WARRIOR (458756), Move To: 58 10
69, 9, Wander, , , UNIT_WARRIOR (524293), Move To: 56 9
69, 10, Attack Civilian, TARGET_CIVILIAN_UNIT, UNIT_SETTLER (8585346), UNIT_ARCHER (655366), Available Units: 1
69, 10, Heal, , , UNIT_WARRIOR (131073), 
69, 10, Wander, , , UNIT_ARCHER (458752), Move To: 16 22
69, 10, Wander, , , UNIT_WARRIOR (196610), Move To: 15 20
69, 10, Wander, , , UNIT_ARCHER (524292), Move To: 16 17
69, 10, HL: End Turn, , , UNIT_ARCHER (655366)
69, 11, Wander, , , UNIT_WARRIOR (262144), Move To: 68 19
69, 11, Wander, , , UNIT_WARRIOR (131073), Move To: 67 21
69, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 62 21
69, 11, Wander, , , UNIT_ARCHER (327683), Move To: 65 20
69, 11, Wander, , , UNIT_ARCHER (393220), Move To: 64 17
69, 11, Wander, , , UNIT_ARCHER (458757), Move To: 64 22
69, 12, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_HORSEMAN (589829), Move To: 67 6
69, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 68 12
69, 12, Wander, , , UNIT_WARRIOR (196610), Move To: 67 11
69, 12, Wander, , , UNIT_ARCHER (393219), Move To: 67 12
69, 12, Wander, , , UNIT_HORSEMAN (655366), Move To: 67 14
69, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 74 31
69, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 75 28
69, 13, Wander, , , UNIT_ARCHER (589827), Move To: 73 28
69, 13, Wander, , , UNIT_ARCHER (458756), Move To: 76 26
69, 13, Wander, , , UNIT_ARCHER (524293), Move To: 76 25
69, 13, Wander, , , UNIT_ARCHER (655366), Move To: 73 29
69, 14, Wander, , , UNIT_WARRIOR (524289), Move To: 77 11
69, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 74 17
69, 14, Wander, , , UNIT_ARCHER (786435), Move To: 78 15
69, 14, Wander, , , UNIT_WARRIOR (458756), Move To: 74 15
69, 14, Wander, , , UNIT_WARRIOR (655365), Move To: 75 11
69, 14, Wander, , , UNIT_ARCHER (720902), Move To: 76 14
69, 14, Wander, , , UNIT_ARCHER (851975), Move To: 77 15
69, 14, Wander, , , UNIT_ARCHER (917512), Move To: 77 13
69, 14, Wander, , , UNIT_ARCHER (983049), Move To: 78 13
69, 14, HL: End Turn, , , UNIT_BUILDER (589824)
69, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 63 10
69, 15, Wander, , , UNIT_ARCHER (458756), Move To: 65 12
69, 15, Wander, , , UNIT_ARCHER (589829), Move To: 62 10
69, 15, HL: End Turn, , , UNIT_BUILDER (393219)
69, 16, Heal, , , UNIT_WARRIOR (458756), 
69, 16, Wander, , , UNIT_WARRIOR (393216), Move To: 28 13
69, 16, Wander, , , UNIT_WARRIOR (131073), Move To: 25 14
69, 16, Wander, , , UNIT_WARRIOR (196610), Move To: 23 13
69, 16, Wander, , , UNIT_ARCHER (589827), Move To: 24 12
69, 16, Wander, , , UNIT_WARRIOR (524293), Move To: 24 11
69, 16, Wander, , , UNIT_ARCHER (655366), Move To: 26 12
69, 16, Wander, , , UNIT_ARCHER (720903), Move To: 25 13
69, 16, Wander, , , UNIT_ARCHER (786440), Move To: 26 11
69, 18, Heal, , , UNIT_ARCHER (393220), 
69, 18, Wander, , , UNIT_ARCHER (458752), Move To: 69 33
69, 18, HL: End Turn, , , UNIT_BUILDER (524293)
69, 19, Wander, , , UNIT_ARCHER (393216), Move To: 17 24
69, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 14 22
69, 19, Wander, , , UNIT_HORSEMAN (458755), Move To: 12 23
69, 20, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (9830549), UNIT_WARRIOR (196610), Expected Damage: 0, Move 76 23 Attack 75 23
69, 20, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (9830549), UNIT_ARCHER (524294), Expected Damage: 0, Move 77 24 Attack -9999 -9999
69, 20, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (9830549), UNIT_ARCHER (458757), Expected Damage: 0, Move 77 22 Attack -9999 -9999
69, 20, Wander, , , UNIT_WARRIOR (131073), Move To: 78 22
69, 20, Wander, , , UNIT_ARCHER (393220), Move To: 78 19
69, 20, Wander, , , UNIT_ARCHER (589831), Move To: 80 16
69, 21, Wander, , , UNIT_ARCHER (458752), Move To: 56 35
69, 21, Wander, , , UNIT_WARRIOR (196610), Move To: 55 34
69, 21, Wander, , , UNIT_WARRIOR (327683), Move To: 53 37
69, 21, Wander, , , UNIT_WARRIOR (393220), Move To: 60 37
69, 21, Wander, , , UNIT_ARCHER (524293), Move To: 54 37
69, 21, HL: End Turn, , , UNIT_BUILDER (655366)
69, 22, Promote, , , UNIT_ARCHER (589829), 
69, 22, Heal, , , UNIT_WARRIOR (524292), 
69, 22, Wander, , , UNIT_WARRIOR (131073), Move To: 11 45
69, 22, Wander Back to City, , , UNIT_WARRIOR (196610), Move To: 14 42
69, 22, Wander, , , UNIT_WARRIOR (393219), Move To: 14 44
69, 22, Wander, , , UNIT_ARCHER (655366), Move To: 11 47
69, 22, Wander, , , UNIT_ARCHER (786440), Move To: 13 43
69, 23, Wander, , , UNIT_ARCHER (327680), Move To: 59 15
69, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 56 16
69, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 61 20
69, 23, Wander, , , UNIT_ARCHER (393219), Move To: 61 18
69, 23, Wander, , , UNIT_ARCHER (458756), Move To: 63 14
69, 23, Wander, , , UNIT_ARCHER (524293), Move To: 61 15
69, 24, Wander, , , UNIT_ARCHER (458752), Move To: 60 41
69, 24, Wander, , , UNIT_WARRIOR (131073), Move To: 61 41
69, 24, Wander, , , UNIT_WARRIOR (196610), Move To: 58 41
69, 24, Wander, , , UNIT_ARCHER (393219), Move To: 59 41
69, 24, Wander, , , UNIT_ARCHER (589829), Move To: 61 40
69, 24, Wander, , , UNIT_ARCHER (655366), Move To: 61 36
69, 24, Wander, , , UNIT_ARCHER (720903), Move To: 58 42
69, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 21 25
69, 25, Wander, , , UNIT_ARCHER (524292), Move To: 21 23
69, 25, Wander, , , UNIT_ARCHER (655365), Move To: 20 22
69, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_QUADRIREME (3145775), 57:11
69, 63, Barbarian Rampage, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_QUADRIREME (4325441), 5:16
69, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (5046348), 18:39
69, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (7012458), 22:41
69, 63, Barbarian Rampage, TARGET_ENEMY_COMBAT_DISTRICT, ?, UNIT_QUADRIREME (8781957), 18:39
69, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_WARRIOR (655365), UNIT_WARRIOR (9306253), Expected Damage: 0, Move 59 24 Attack -9999 -9999
69, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_GALLEY (1048585), UNIT_QUADRIREME (8061050), Expected Damage: 0, Move 35 34 Attack 34 33
69, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_GALLEY (1048585), UNIT_QUADRIREME (6094940), Expected Damage: 0, Move 34 34 Attack 34 33
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (917517), AT: 14 2
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2031646), AT: 61 2
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (8978568), AT: 67 5
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9633938), AT: 28 7
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (524295), AT: 29 19
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9765012), AT: 75 22
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2752553), AT: 56 24
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (3211312), AT: 46 31
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (2228257), AT: 35 36
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (9371790), AT: 71 36
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703961), AT: 81 37
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (786443), AT: 5 47
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179665), AT: 20 47
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310739), AT: 75 48
69, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1441813), AT: 57 50
69, 63, Move to safety, , , UNIT_WARRIOR (5242959), Current Danger: 11
69, 63, Move to safety, , , UNIT_WARRIOR (5242959), Current Danger: 12
69, 63, Move to safety, , , UNIT_WARRIOR (5242959), Current Danger: 61
69, 63, Wander, , , UNIT_WARRIOR (2621479), Move To: 28 21
69, 63, Wander, , , UNIT_WARRIOR (3407923), Move To: 75 47
69, 63, Wander, , , UNIT_SLINGER (4456515), Move To: 29 22
69, 63, Wander, , , UNIT_SLINGER (5308496), Move To: 73 45
69, 63, Wander, , , UNIT_WARRIOR (5701718), Move To: 22 42
69, 63, Wander, , , UNIT_WARRIOR (6488162), Move To: 18 45
69, 63, Wander, , , UNIT_WARRIOR (6619236), Move To: 28 24
69, 63, Wander, , , UNIT_WARRIOR (6815847), Move To: 21 44
69, 63, Wander, , , UNIT_WARRIOR (7274606), Move To: 74 44
69, 63, Wander, , , UNIT_WARRIOR (8192124), Move To: 5 48
69, 63, Wander, , , UNIT_ARCHER (8257661), Move To: 28 19
69, 63, Wander, , , UNIT_WARRIOR (8454272), Move To: 20 46
69, 63, Wander, , , UNIT_QUADRIREME (8650883), Move To: 13 6
69, 63, Wander, , , UNIT_WARRIOR (9437327), Move To: 77 44
69, 63, Wander, , , UNIT_ARCHER (9502864), Move To: 79 37
69, 63, Wander, , , UNIT_WARRIOR (9699475), Move To: 54 50
69, 63, HL: Move To Safety, , , UNIT_SETTLER (8585346), Move To: 21 18
69, 63, HL: Move To Safety, , , UNIT_SCOUT (9830549), Move To: 73 23
69, 63, HL: Explore fallback, , , UNIT_SCOUT (589832), Move To: 26 29
69, 63, HL: Explore fallback, , , UNIT_SCOUT (5505107), Move To: 79 44
69, 63, HL: Explore, , , UNIT_SCOUT (9044105), Move To: 76 3
69, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (9240716), Move To: 57 7
69, 63, HL: Explore fallback, , , UNIT_SCOUT (9896086), Move To: 45 33
69, 63, HL: End Turn, , , UNIT_SCOUT (589832)
69, 63, HL: End Turn, , , UNIT_SCOUT (1245202)
69, 63, HL: End Turn, , , UNIT_SCOUT (1769498)
69, 63, HL: End Turn, , , UNIT_SCOUT (5505107)
69, 63, HL: End Turn, , , UNIT_BUILDER (5636181)
69, 63, HL: End Turn, , , UNIT_SCOUT (8716420)
69, 63, HL: End Turn, , , UNIT_BUILDER (8913031)
69, 63, HL: End Turn, , , UNIT_SCOUT (9044105)
69, 63, HL: End Turn, , , UNIT_SCOUT (9240716)
69, 63, HL: End Turn, , , UNIT_SCOUT (9896086)
70, 2, HL: Explore, , , UNIT_SCOUT (196608), Move To: 57 7
70, 2, HL: Explore, , , UNIT_SCOUT (524294), Move To: 74 29
70, 2, HL: End Turn, , , UNIT_SCOUT (196608)
70, 2, HL: End Turn, , , UNIT_SCOUT (524294)
70, 4, Heal, , , UNIT_WARRIOR (983042), 
70, 4, HL: Explore cur region, , , UNIT_SCOUT (524292), Move To: 13 50
70, 4, HL: End Turn, , , UNIT_SCOUT (196608)
70, 4, HL: End Turn, , , UNIT_SCOUT (524292)
70, 8, Wander, , , UNIT_SLINGER (262144), Move To: 15 19
70, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 13 18
70, 8, Wander, , , UNIT_ARCHER (720899), Move To: 7 22
70, 8, Wander, , , UNIT_ARCHER (524294), Move To: 15 21
70, 8, Wander, , , UNIT_ARCHER (589831), Move To: 10 22
70, 8, Wander, , , UNIT_ARCHER (655368), Move To: 13 17
70, 8, Wander, , , UNIT_ARCHER (786441), Move To: 12 24
70, 8, Wander, , , UNIT_ARCHER (851978), Move To: 10 21
70, 8, Wander, , , UNIT_ARCHER (917515), Move To: 12 25
70, 9, Heal, , , UNIT_WARRIOR (327683), 
70, 9, Wander, , , UNIT_WARRIOR (589824), Move To: 55 12
70, 9, Wander, , , UNIT_WARRIOR (131073), Move To: 59 8
70, 9, Wander, , , UNIT_WARRIOR (196610), Move To: 60 9
70, 9, Wander, , , UNIT_WARRIOR (458756), Move To: 56 11
70, 9, Wander, , , UNIT_WARRIOR (524293), Move To: 56 8
70, 10, Attack Civilian, TARGET_CIVILIAN_UNIT, UNIT_SETTLER (8585346), UNIT_ARCHER (655366), Available Units: 1
70, 10, Heal, , , UNIT_WARRIOR (131073), 
