[2018-01-30 21:24:18]	 ,                LuaContext::CityPanel, 9.62 ms
[2018-01-30 21:24:18]	 ,            GameCoreEvent::LocalPlayerTurnBegin, 10.31 ms
[2018-01-30 21:24:18]	 ,                LuaContext::WorldTracker, 7.16 ms
[2018-01-30 21:24:18]	 ,                LuaContext::CivicsChooser, 12.11 ms
[2018-01-30 21:24:18]	 ,                LuaContext::ResearchChooser, 15.80 ms
[2018-01-30 21:24:18]	 ,            SerialEvent::GameCoreEventPublishComplete, 35.17 ms
[2018-01-30 21:24:18]	 ,        Civ6App_PublishGameCoreEvents, 55.91 ms
[2018-01-30 21:24:18]	 ,----- FRAME: 37667 time: 78.00ms Moving avg: 29.16ms 3 frames since last 
[2018-01-30 21:24:19]	 ,                LuaContext::CityPanel, 9.53 ms
[2018-01-30 21:24:19]	 ,            GameCoreEvent::CityProductionUpdated, 10.35 ms
[2018-01-30 21:24:19]	 ,                LuaContext::CivicsChooser, 12.10 ms
[2018-01-30 21:24:19]	 ,                LuaContext::ResearchChooser, 15.44 ms
[2018-01-30 21:24:19]	 ,            SerialEvent::GameCoreEventPublishComplete, 27.62 ms
[2018-01-30 21:24:19]	 ,        Civ6App_PublishGameCoreEvents, 49.52 ms
[2018-01-30 21:24:19]	 ,----- FRAME: 37679 time: 73.95ms Moving avg: 30.01ms 13 frames since last 
[2018-01-30 21:24:23]	 ,                Overlays_Update, 25.20 ms
[2018-01-30 21:24:23]	 ,----- FRAME: 37835 time: 55.69ms Moving avg: 29.69ms 157 frames since last 
[2018-01-30 21:24:24]	 ,                Overlays_Update, 25.44 ms
[2018-01-30 21:24:24]	 ,----- FRAME: 37875 time: 53.48ms Moving avg: 30.12ms 41 frames since last 
[2018-01-30 21:24:31]	 ,                        DoGameStateSaveRequest, 550.00 ms
[2018-01-30 21:24:31]	 ,                    SerialEvent::PreTurnBegin, 551.17 ms
[2018-01-30 21:24:31]	 ,----- FRAME: 38108 time: 28.10ms Moving avg: 28.47ms 234 frames since last 
[2018-01-30 21:24:31]	 ,            GameCoreEvent::TurnBegin, 7.31 ms
[2018-01-30 21:24:31]	 ,                LuaContext::CityPanel, 14.20 ms
[2018-01-30 21:24:31]	 ,            GameCoreEvent::LocalPlayerTurnBegin, 14.93 ms
