Game Turn, Player, Opponent, Modifier, Change, Value, Max, Accum Amt, Accum Turns, Cooldown Turns, Reduction
84, 0, 4, Respects empires with a lot of land, Activate,    5.0,    5.0,    1.0, 0, 0,    1.0
84, 3, 1, Declared Friend, Update,    6.0
84, 4, 0, Declared Friend, Update,    7.0
85, 0, 4, Broke a diplomatic promise made to them, Update,   -5.0
85, 0, 4, Declared Friend, Update,    7.0
85, 7, 0, They are pleased a civilization with happy citizens, Activate,    6.0,    6.0,    1.0, 0, 0,   -1.0
85, 0, 1, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 0, 4, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 0, 7, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 1, 0, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 4, 0, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 7, 0, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
85, 1, 3, Declared Friend, Update,    6.0
85, 0, 1, We denounced them, Activate,   -9.0,   -9.0,    1.0, 0, 10,    1.0
85, 2, 6, First impressions of you, Activate,   -2.0,   -2.0,    1.0, 0, 10,    1.0
85, 2,  6, First impressions of you, Deactivate
85, 2, 6, Same Government, Activate,    1.0,    1.0,    1.0, 0, 0,    1.0
85, 6, 2, First impressions of you, Activate,   -1.0,   -1.0,    1.0, 0, 10,    1.0
85, 6,  2, First impressions of you, Deactivate
85, 6, 2, Same Government, Activate,    1.0,    1.0,    1.0, 0, 0,    1.0
89, 0, 1, Same Government, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
89, 1, 4, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
89, 1, 0, Same Government, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
89, 4, 1, Different Governments, Activate,   -2.0,   -2.0,    1.0, 0, 0,    1.0
89, 3, 1, Decided to not make a diplomatic promise to them, Update,    0.0
89, 4, 0, Good trade relations, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
90, 0, 4, Good trade relations, Activate,    2.0,    2.0,    1.0, 0, 0,    1.0
90, 0, 1, Respects empires with a lot of land, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
90, 0, 1, First impressions of you, Update,    1.0
90, 1, 0, First impressions of you, Update,   -2.0
90, 3, 1, Kept a diplomatic promise made to them, Update,    3.0
90, 4, 7, Kept a diplomatic promise made to them, Activate,    4.0,    4.0,    0.0, 0, 15,   -1.0
90, 4,  7, Kept a diplomatic promise made to them, Deactivate
90, 7, 4, Declared Friend, Update,    6.0
91, 4, 7, Declared Friend, Update,    6.0
92, 0, 1, Respects empires with a lot of land, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
92, 0, 7, Respects empires with a lot of land, Activate,  -13.0,  -13.0,    1.0, 0, 0,    1.0
