Game Turn, Player, Opponent, Modifier, Change, Value, Max, Accum Amt, Accum Turns, Cooldown Turns, Reduction
60, 3, 1, Decided to not make a diplomatic promise to them, Activate,   -3.0,   -3.0,    0.0, 0, 10,    1.0
60, 3,  1, Decided to not make a diplomatic promise to them, Deactivate
60, 7, 4, Montezuma sees your luxuries that he does not have as a ripe target for attack, Activate,   -6.0,   -6.0,    1.0, 0, 0,    1.0
61, 7,  4, Declared Friend, Deactivate
61, 1, 4, First impressions of you, Activate,   -1.0,   -1.0,    1.0, 0, 10,    1.0
61, 1,  4, First impressions of you, Deactivate
61, 4, 1, First impressions of you, Activate,   -2.0,   -2.0,    1.0, 0, 10,    1.0
61, 4,  1, First impressions of you, Deactivate
61, 4,  7, Declared Friend, Deactivate
61, 7, 0, Declared friendship with a friend, Activate,    0.0,    0.0,    0.0, 0, 0,    1.0
62, 0, 4, Respects empires with a lot of land, Activate,    5.0,    5.0,    1.0, 0, 0,    1.0
62, 1, 3, Different Governments, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
62, 3, 1, Different Governments, Activate,   -1.0,   -1.0,    1.0, 0, 0,    1.0
63, 0, 4, We had troops on their border, Update,   -1.0
64, 0, 4, Respects empires with a lot of land, Activate,   -3.0,   -3.0,    1.0, 0, 0,    1.0
64, 3, 1, Declared Friend, Update,    8.0
64, 4, 1, Open borders, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
64, 1, 4, Favorable trades to them, Activate,    1.0,    1.0,    0.0, 0, 2,   -1.0
64, 1,  4, Favorable trades to them, Deactivate
64, 7, 0, First impressions of you, Update,   -1.0
65, 4,  0, Declared Friend, Deactivate
65, 1, 3, Declared Friend, Update,    8.0
65, 0,  4, Declared Friend, Deactivate
66, 1, 4, Favorable trades to them, Update,    0.0
68, 3, 1, Teddy likes peaceful civs on his continent, Activate,    8.0,    8.0,    1.0, 0, 0,   -1.0
68, 4, 0, Settled near them, Activate,   -3.0,   -3.0,    0.0, 0, 10,   -1.0
69, 0, 4, Respects empires with a lot of land, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
69, 0, 7, Respects empires with a lot of land, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
69, 3, 1, Decided to not make a diplomatic promise to them, Update,   -2.0
70, 7, 4, Settled near them, Activate,   -3.0,   -3.0,    0.0, 0, 10,   -1.0
70, 7, 4, Declared Friend, Update,    8.0
71, 0, 4, Settled near them, Activate,   -6.0,   -6.0,    0.0, 0, 10,   -1.0
71, 0, 4, Broke a diplomatic promise made to them, Activate,   -6.0,   -6.0,    0.0, 0, 15,    1.0
71, 0,  4, Broke a diplomatic promise made to them, Deactivate
71, 0, 4, Respects empires with a lot of land, Activate,    5.0,    5.0,    1.0, 0, 0,    1.0
71, 1, 4, First impressions of you, Update,    0.0
71, 1, 4, Open borders, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
71, 1, 4, Favorable trades to them, Activate,    1.0,    1.0,    0.0, 0, 2,   -1.0
71, 1,  4, Favorable trades to them, Deactivate
71, 4, 1, Favorable trades to them, Activate,    1.0,    1.0,    0.0, 0, 2,   -1.0
71, 4,  1, Favorable trades to them, Deactivate
71, 4, 1, First impressions of you, Update,   -1.0
71, 4, 7, Declared Friend, Update,    8.0
71, 1, 4, We sent them a delegation, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
72, 4, 1, Favorable trades to them, Update,    0.0
73, 0, 4, Respects empires with a lot of land, Activate,    0.0,    0.0,    1.0, 0, 0,    1.0
73, 0, 4, We had troops on their border, Update,    0.0
73, 1, 4, Favorable trades to them, Update,    0.0
74, 0, 7, Respects empires with a lot of land, Activate,  -13.0,  -13.0,    1.0, 0, 0,    1.0
74, 3, 1, Declared Friend, Update,    7.0
74, 4, 0, Declared Friend, Update,    8.0
74, 7, 0, First impressions of you, Update,    0.0
75, 0, 4, Declared Friend, Update,    8.0
75, 1, 3, Declared Friend, Update,    7.0
75, 4, 1, We sent them a delegation, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
76, 3, 1, Kept a diplomatic promise made to them, Activate,    4.0,    4.0,    0.0, 0, 15,   -1.0
76, 3,  1, Kept a diplomatic promise made to them, Deactivate
79, 0, 7, Respects empires with a lot of land, Activate,   -8.0,   -8.0,    1.0, 0, 0,    1.0
79, 4, 0, We sent them a delegation, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
79, 0, 4, Open borders, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
79, 4, 0, Favorable trades to them, Activate,    1.0,    1.0,    0.0, 0, 2,   -1.0
79, 4,  0, Favorable trades to them, Deactivate
79, 3, 1, Decided to not make a diplomatic promise to them, Update,   -1.0
80, 0, 1, First impressions of you, Activate,    2.0,    2.0,    1.0, 0, 10,    1.0
80, 0,  1, First impressions of you, Deactivate
80, 1, 0, First impressions of you, Activate,   -3.0,   -3.0,    1.0, 0, 10,    1.0
80, 1,  0, First impressions of you, Deactivate
80, 4, 0, Favorable trades to them, Update,    0.0
80, 7, 4, Declared Friend, Update,    7.0
81, 1, 3, We sent them a delegation, Activate,    3.0,    3.0,    1.0, 0, 0,   -1.0
81, 4, 1, First impressions of you, Update,    0.0
81, 4, 7, Declared Friend, Update,    7.0
83, 0, 4, Settled near them, Activate,   -3.0,   -3.0,    0.0, 0, 10,   -1.0
83, 1, 4, Qin is upset that you have more wonders than him, Activate,  -12.0,  -12.0,    1.0, 0, 0,    1.0
