Game Turn, Mode, Player, Unit, Operation
061, Adding, 1, UNIT_ARCHER (851976), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_SETTLER (786439), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_ARCHER (589830), UNITOPERATION_SWAP_UNITS (49)
061, Can't Start, 1, UNIT_ARCHER (589830), UNITOPERATION_SWAP_UNITS (49)
061, Adding, 1, UNIT_ARCHER (589830), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_WARRIOR (720901), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_WARRIOR (655362), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_WARRIOR (327683), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_WARRIOR (393220), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_GALLEY (917504), UNITOPERATION_MOVE_TO (19)
061, Adding, 1, UNIT_BUILDER (524289), UNITOPERATION_BUILD_IMPROVEMENT (2)
061, Adding, 1, UNIT_BUILDER (524289), UNITOPERATION_SWAP_UNITS (49)
061, Can't Start, 1, UNIT_BUILDER (524289), UNITOPERATION_SWAP_UNITS (49)
061, Adding, 1, UNIT_BUILDER (524289), UNITOPERATION_MOVE_TO (19)
